order_id,order_date,customer_id,city,product,category,quantity,price,cost
1051,2025-01-19,C218,Mumbai,Monitor,Electronics,2,15000,12000
1052,2025-04-22,C264,Mumbai,Laptop,Electronics,1,55000,48000
1053,2025-04-18,C067,Delhi,Monitor,Electronics,1,15000,12000
1054,2025-01-17,C211,Bangalore,Monitor,Electronics,3,15000,12000
1055,2025-01-24,C205,Mumbai,Chair,Furniture,1,7000,5000
1056,2025-02-27,C115,Delhi,Laptop,Electronics,1,55000,48000
1057,2025-01-11,C052,Bangalore,Chair,Furniture,3,7000,5000
1058,2025-03-27,C293,Bangalore,Table,Furniture,1,12000,9000
1059,2025-03-02,C296,Bangalore,Monitor,Electronics,2,15000,12000
1060,2025-04-06,C133,Bangalore,Keyboard,Electronics,3,1200,800
1061,2025-04-23,C177,Noida,Laptop,Electronics,3,55000,48000
1062,2025-02-04,C035,Gurgaon,Laptop,Electronics,1,55000,48000
1063,2025-01-02,C164,Delhi,Keyboard,Electronics,2,1200,800
1064,2025-02-22,C164,Bangalore,Keyboard,Electronics,1,1200,800
1065,2025-01-16,C065,Noida,Chair,Furniture,1,7000,5000
1066,2025-02-11,C104,Delhi,Mouse,Electronics,3,500,300
1067,2025-01-29,C230,Pune,Monitor,Electronics,2,15000,12000
1068,2025-03-09,C064,Pune,Laptop,Electronics,2,55000,48000
1069,2025-02-24,C275,Delhi,Monitor,Electronics,2,15000,12000
1070,2025-02-11,C269,Delhi,Table,Furniture,2,12000,9000
1071,2025-02-28,C060,Pune,Chair,Furniture,1,7000,5000
1072,2025-03-27,C180,Gurgaon,Keyboard,Electronics,1,1200,800
1073,2025-02-20,C113,Bangalore,Monitor,Electronics,3,15000,12000
1074,2025-01-23,C266,Pune,Laptop,Electronics,3,55000,48000
1075,2025-01-17,C209,Noida,Chair,Furniture,3,7000,5000
1076,2025-04-30,C192,Gurgaon,Mouse,Electronics,1,500,300
1077,2025-04-11,C066,Noida,Mouse,Electronics,2,500,300
1078,2025-03-27,C073,Gurgaon,Monitor,Electronics,3,15000,12000
1079,2025-01-09,C156,Gurgaon,Mouse,Electronics,3,500,300
1080,2025-04-08,C020,Gurgaon,Monitor,Electronics,2,15000,12000
1081,2025-01-30,C219,Gurgaon,Monitor,Electronics,2,15000,12000
1082,2025-04-23,C212,Noida,Table,Furniture,3,12000,9000
1083,2025-02-20,C113,Gurgaon,Mouse,Electronics,1,500,300
1084,2025-04-29,C249,Mumbai,Laptop,Electronics,3,55000,48000
1085,2025-03-05,C152,Delhi,Monitor,Electronics,3,15000,12000
1086,2025-03-06,C203,Bangalore,Mouse,Electronics,2,500,300
1087,2025-03-08,C038,Noida,Keyboard,Electronics,2,1200,800
1088,2025-01-29,C255,Mumbai,Chair,Furniture,3,7000,5000
1089,2025-03-26,C076,Delhi,Table,Furniture,1,12000,9000
1090,2025-04-13,C005,Delhi,Keyboard,Electronics,2,1200,800
1091,2025-04-23,C005,Noida,Mouse,Electronics,3,500,300
1092,2025-04-05,C215,Pune,Monitor,Electronics,2,15000,12000
1093,2025-02-09,C078,Delhi,Keyboard,Electronics,3,1200,800
1094,2025-02-01,C006,Pune,Laptop,Electronics,3,55000,48000
1095,2025-02-22,C254,Gurgaon,Laptop,Electronics,2,55000,48000
1096,2025-02-07,C131,Noida,Monitor,Electronics,1,15000,12000
1097,2025-03-17,C160,Bangalore,Laptop,Electronics,3,55000,48000
1098,2025-02-22,C262,Delhi,Chair,Furniture,2,7000,5000
1099,2025-03-17,C112,Delhi,Chair,Furniture,2,7000,5000
1100,2025-02-09,C227,Bangalore,Chair,Furniture,1,7000,5000
1101,2025-02-18,C228,Pune,Chair,Furniture,1,7000,5000
1102,2025-01-09,C167,Noida,Laptop,Electronics,2,55000,48000
1103,2025-03-01,C170,Bangalore,Keyboard,Electronics,2,1200,800
1104,2025-04-20,C130,Delhi,Chair,Furniture,2,7000,5000
1105,2025-01-29,C131,Bangalore,Table,Furniture,1,12000,9000
1106,2025-01-26,C085,Mumbai,Chair,Furniture,2,7000,5000
1107,2025-01-03,C159,Bangalore,Mouse,Electronics,3,500,300
1108,2025-03-07,C253,Pune,Chair,Furniture,3,7000,5000
1109,2025-02-27,C127,Pune,Table,Furniture,1,12000,9000
1110,2025-02-13,C263,Mumbai,Laptop,Electronics,2,55000,48000
1111,2025-02-15,C023,Mumbai,Mouse,Electronics,2,500,300
1112,2025-04-24,C064,Delhi,Chair,Furniture,1,7000,5000
1113,2025-01-07,C050,Pune,Mouse,Electronics,3,500,300
1114,2025-04-06,C088,Mumbai,Keyboard,Electronics,1,1200,800
1115,2025-03-27,C251,Gurgaon,Mouse,Electronics,2,500,300
1116,2025-03-05,C156,Bangalore,Chair,Furniture,3,7000,5000
1117,2025-05-01,C074,Delhi,Table,Furniture,2,12000,9000
1118,2025-04-15,C207,Delhi,Keyboard,Electronics,1,1200,800
1119,2025-04-03,C294,Bangalore,Monitor,Electronics,3,15000,12000
1120,2025-04-02,C113,Gurgaon,Keyboard,Electronics,2,1200,800
1121,2025-04-26,C081,Mumbai,Laptop,Electronics,2,55000,48000
1122,2025-04-21,C276,Bangalore,Table,Furniture,1,12000,9000
1123,2025-01-08,C155,Mumbai,Laptop,Electronics,2,55000,48000
1124,2025-02-10,C129,Mumbai,Chair,Furniture,2,7000,5000
1125,2025-04-11,C102,Mumbai,Monitor,Electronics,3,15000,12000
1126,2025-03-05,C207,Gurgaon,Laptop,Electronics,2,55000,48000
1127,2025-04-07,C053,Pune,Monitor,Electronics,3,15000,12000
1128,2025-03-27,C217,Gurgaon,Mouse,Electronics,2,500,300
1129,2025-04-15,C070,Bangalore,Mouse,Electronics,2,500,300
1130,2025-02-02,C096,Pune,Monitor,Electronics,3,15000,12000
1131,2025-04-28,C213,Delhi,Laptop,Electronics,2,55000,48000
1132,2025-03-10,C285,Mumbai,Keyboard,Electronics,1,1200,800
1133,2025-01-16,C209,Noida,Keyboard,Electronics,3,1200,800
1134,2025-01-13,C184,Bangalore,Laptop,Electronics,3,55000,48000
1135,2025-04-24,C048,Noida,Chair,Furniture,2,7000,5000
1136,2025-02-21,C297,Bangalore,Table,Furniture,3,12000,9000
1137,2025-02-18,C105,Noida,Table,Furniture,1,12000,9000
1138,2025-01-12,C028,Mumbai,Monitor,Electronics,3,15000,12000
1139,2025-03-28,C029,Mumbai,Chair,Furniture,1,7000,5000
1140,2025-01-17,C167,Gurgaon,Keyboard,Electronics,1,1200,800
1141,2025-04-19,C088,Noida,Laptop,Electronics,1,55000,48000
1142,2025-01-12,C025,Delhi,Monitor,Electronics,2,15000,12000
1143,2025-02-07,C117,Noida,Chair,Furniture,3,7000,5000
1144,2025-01-14,C040,Gurgaon,Table,Furniture,1,12000,9000
1145,2025-04-06,C156,Mumbai,Mouse,Electronics,3,500,300
1146,2025-02-01,C047,Bangalore,Monitor,Electronics,3,15000,12000
1147,2025-02-01,C059,Noida,Monitor,Electronics,2,15000,12000
1148,2025-01-26,C199,Pune,Chair,Furniture,2,7000,5000
1149,2025-01-18,C098,Delhi,Chair,Furniture,2,7000,5000
1150,2025-02-08,C048,Pune,Table,Furniture,3,12000,9000
1151,2025-04-13,C192,Gurgaon,Mouse,Electronics,2,500,300
1152,2025-03-20,C256,Delhi,Laptop,Electronics,2,55000,48000
1153,2025-03-04,C069,Bangalore,Laptop,Electronics,2,55000,48000
1154,2025-01-07,C107,Pune,Mouse,Electronics,3,500,300
1155,2025-01-31,C076,Noida,Chair,Furniture,2,7000,5000
1156,2025-04-26,C072,Mumbai,Mouse,Electronics,2,500,300
1157,2025-02-22,C107,Pune,Mouse,Electronics,1,500,300
1158,2025-01-15,C129,Mumbai,Keyboard,Electronics,1,1200,800
1159,2025-01-17,C027,Delhi,Keyboard,Electronics,3,1200,800
1160,2025-04-23,C044,Bangalore,Mouse,Electronics,3,500,300
1161,2025-02-09,C068,Mumbai,Chair,Furniture,3,7000,5000
1162,2025-04-05,C274,Noida,Laptop,Electronics,3,55000,48000
1163,2025-03-19,C057,Noida,Monitor,Electronics,1,15000,12000
1164,2025-02-08,C132,Bangalore,Laptop,Electronics,3,55000,48000
1165,2025-04-18,C297,Gurgaon,Table,Furniture,3,12000,9000
1166,2025-01-18,C006,Noida,Mouse,Electronics,3,500,300
1167,2025-04-03,C065,Bangalore,Chair,Furniture,1,7000,5000
1168,2025-03-15,C154,Noida,Monitor,Electronics,2,15000,12000
1169,2025-01-24,C057,Bangalore,Monitor,Electronics,2,15000,12000
1170,2025-03-22,C059,Gurgaon,Monitor,Electronics,2,15000,12000
1171,2025-03-30,C054,Delhi,Chair,Furniture,1,7000,5000
1172,2025-03-15,C298,Noida,Laptop,Electronics,2,55000,48000
1173,2025-01-30,C144,Bangalore,Table,Furniture,2,12000,9000
1174,2025-01-09,C270,Noida,Laptop,Electronics,1,55000,48000
1175,2025-04-14,C180,Gurgaon,Chair,Furniture,3,7000,5000
1176,2025-01-30,C292,Pune,Keyboard,Electronics,2,1200,800
1177,2025-03-08,C220,Gurgaon,Table,Furniture,2,12000,9000
1178,2025-03-13,C256,Gurgaon,Chair,Furniture,1,7000,5000
1179,2025-01-22,C273,Pune,Monitor,Electronics,1,15000,12000
1180,2025-01-23,C240,Pune,Monitor,Electronics,3,15000,12000
1181,2025-01-20,C228,Noida,Monitor,Electronics,1,15000,12000
1182,2025-02-20,C241,Gurgaon,Laptop,Electronics,3,55000,48000
1183,2025-01-22,C287,Mumbai,Mouse,Electronics,2,500,300
1184,2025-04-03,C117,Noida,Table,Furniture,3,12000,9000
1185,2025-03-30,C167,Mumbai,Monitor,Electronics,2,15000,12000
1186,2025-03-14,C158,Noida,Mouse,Electronics,3,500,300
1187,2025-03-12,C106,Mumbai,Chair,Furniture,2,7000,5000
1188,2025-02-10,C007,Bangalore,Laptop,Electronics,1,55000,48000
1189,2025-04-29,C021,Noida,Laptop,Electronics,3,55000,48000
1190,2025-03-25,C050,Bangalore,Table,Furniture,3,12000,9000
1191,2025-02-01,C089,Noida,Laptop,Electronics,2,55000,48000
1192,2025-01-16,C048,Pune,Keyboard,Electronics,3,1200,800
1193,2025-02-25,C278,Pune,Chair,Furniture,3,7000,5000
1194,2025-04-25,C111,Bangalore,Laptop,Electronics,3,55000,48000
1195,2025-02-17,C086,Mumbai,Mouse,Electronics,3,500,300
1196,2025-03-22,C012,Pune,Monitor,Electronics,1,15000,12000
1197,2025-02-20,C178,Bangalore,Laptop,Electronics,2,55000,48000
1198,2025-04-21,C163,Mumbai,Monitor,Electronics,1,15000,12000
1199,2025-01-14,C253,Gurgaon,Laptop,Electronics,3,55000,48000
1200,2025-02-24,C125,Bangalore,Table,Furniture,2,12000,9000
1201,2025-02-12,C209,Delhi,Mouse,Electronics,1,500,300
1202,2025-02-11,C112,Pune,Laptop,Electronics,3,55000,48000
1203,2025-03-13,C132,Mumbai,Keyboard,Electronics,2,1200,800
1204,2025-01-08,C268,Delhi,Chair,Furniture,2,7000,5000
1205,2025-03-09,C244,Pune,Chair,Furniture,2,7000,5000
1206,2025-03-06,C279,Delhi,Keyboard,Electronics,2,1200,800
1207,2025-04-27,C238,Mumbai,Monitor,Electronics,1,15000,12000
1208,2025-01-25,C112,Gurgaon,Keyboard,Electronics,3,1200,800
1209,2025-01-24,C196,Gurgaon,Keyboard,Electronics,3,1200,800
1210,2025-04-08,C285,Gurgaon,Keyboard,Electronics,1,1200,800
1211,2025-01-21,C139,Delhi,Laptop,Electronics,1,55000,48000
1212,2025-01-04,C071,Bangalore,Mouse,Electronics,2,500,300
1213,2025-04-27,C102,Delhi,Chair,Furniture,2,7000,5000
1214,2025-01-29,C271,Bangalore,Monitor,Electronics,3,15000,12000
1215,2025-01-14,C101,Mumbai,Keyboard,Electronics,3,1200,800
1216,2025-03-12,C281,Bangalore,Chair,Furniture,2,7000,5000
1217,2025-03-10,C224,Gurgaon,Table,Furniture,1,12000,9000
1218,2025-02-26,C196,Bangalore,Mouse,Electronics,3,500,300
1219,2025-04-18,C127,Delhi,Keyboard,Electronics,1,1200,800
1220,2025-03-09,C275,Gurgaon,Keyboard,Electronics,2,1200,800
1221,2025-04-23,C251,Gurgaon,Monitor,Electronics,1,15000,12000
1222,2025-02-12,C082,Delhi,Laptop,Electronics,1,55000,48000
1223,2025-02-25,C102,Noida,Mouse,Electronics,1,500,300
1224,2025-01-17,C095,Pune,Keyboard,Electronics,1,1200,800
1225,2025-04-01,C185,Gurgaon,Table,Furniture,3,12000,9000
1226,2025-02-17,C143,Gurgaon,Keyboard,Electronics,1,1200,800
1227,2025-03-06,C283,Noida,Chair,Furniture,2,7000,5000
1228,2025-02-24,C233,Gurgaon,Table,Furniture,1,12000,9000
1229,2025-02-14,C128,Bangalore,Chair,Furniture,1,7000,5000
1230,2025-02-06,C238,Noida,Table,Furniture,3,12000,9000
1231,2025-02-20,C022,Mumbai,Keyboard,Electronics,2,1200,800
1232,2025-04-09,C258,Mumbai,Chair,Furniture,3,7000,5000
1233,2025-03-02,C196,Noida,Chair,Furniture,3,7000,5000
1234,2025-04-20,C124,Noida,Keyboard,Electronics,3,1200,800
1235,2025-01-29,C275,Bangalore,Laptop,Electronics,3,55000,48000
1236,2025-03-27,C255,Bangalore,Chair,Furniture,3,7000,5000
1237,2025-02-17,C017,Gurgaon,Table,Furniture,3,12000,9000
1238,2025-04-20,C266,Noida,Monitor,Electronics,2,15000,12000
1239,2025-04-21,C008,Pune,Table,Furniture,2,12000,9000
1240,2025-04-22,C071,Mumbai,Laptop,Electronics,2,55000,48000
1241,2025-04-22,C012,Delhi,Keyboard,Electronics,1,1200,800
1242,2025-04-23,C092,Mumbai,Laptop,Electronics,2,55000,48000
1243,2025-01-17,C183,Delhi,Chair,Furniture,2,7000,5000
1244,2025-04-26,C257,Delhi,Chair,Furniture,3,7000,5000
1245,2025-03-23,C248,Bangalore,Laptop,Electronics,3,55000,48000
1246,2025-03-10,C112,Noida,Monitor,Electronics,2,15000,12000
1247,2025-02-16,C007,Mumbai,Mouse,Electronics,3,500,300
1248,2025-04-20,C164,Pune,Mouse,Electronics,1,500,300
1249,2025-03-28,C113,Pune,Keyboard,Electronics,1,1200,800
1250,2025-04-17,C064,Gurgaon,Table,Furniture,3,12000,9000
1251,2025-05-01,C180,Delhi,Mouse,Electronics,1,500,300
1252,2025-03-04,C287,Bangalore,Mouse,Electronics,2,500,300
1253,2025-02-16,C186,Noida,Table,Furniture,3,12000,9000
1254,2025-04-18,C034,Delhi,Laptop,Electronics,1,55000,48000
1255,2025-02-04,C156,Delhi,Table,Furniture,2,12000,9000
1256,2025-04-07,C069,Bangalore,Chair,Furniture,3,7000,5000
1257,2025-01-18,C146,Gurgaon,Mouse,Electronics,3,500,300
1258,2025-04-29,C275,Delhi,Laptop,Electronics,2,55000,48000
1259,2025-01-25,C046,Bangalore,Chair,Furniture,3,7000,5000
1260,2025-02-07,C198,Mumbai,Table,Furniture,1,12000,9000
1261,2025-04-06,C286,Mumbai,Laptop,Electronics,3,55000,48000
1262,2025-02-27,C259,Bangalore,Chair,Furniture,2,7000,5000
1263,2025-02-20,C132,Noida,Monitor,Electronics,3,15000,12000
1264,2025-03-26,C157,Pune,Laptop,Electronics,2,55000,48000
1265,2025-03-20,C214,Gurgaon,Monitor,Electronics,2,15000,12000
1266,2025-03-15,C025,Pune,Keyboard,Electronics,1,1200,800
1267,2025-03-05,C097,Gurgaon,Table,Furniture,2,12000,9000
1268,2025-03-21,C129,Pune,Chair,Furniture,2,7000,5000
1269,2025-01-12,C118,Noida,Chair,Furniture,3,7000,5000
1270,2025-03-02,C154,Bangalore,Table,Furniture,2,12000,9000
1271,2025-02-13,C116,Mumbai,Chair,Furniture,3,7000,5000
1272,2025-02-11,C001,Delhi,Keyboard,Electronics,1,1200,800
1273,2025-02-21,C211,Noida,Laptop,Electronics,3,55000,48000
1274,2025-03-17,C075,Bangalore,Keyboard,Electronics,2,1200,800
1275,2025-04-11,C144,Pune,Keyboard,Electronics,3,1200,800
1276,2025-04-12,C232,Gurgaon,Keyboard,Electronics,1,1200,800
1277,2025-04-11,C096,Mumbai,Keyboard,Electronics,2,1200,800
1278,2025-04-27,C285,Pune,Mouse,Electronics,1,500,300
1279,2025-01-04,C234,Gurgaon,Keyboard,Electronics,3,1200,800
1280,2025-02-05,C051,Bangalore,Monitor,Electronics,1,15000,12000
1281,2025-04-19,C236,Gurgaon,Monitor,Electronics,3,15000,12000
1282,2025-01-14,C285,Noida,Keyboard,Electronics,3,1200,800
1283,2025-01-28,C160,Noida,Table,Furniture,1,12000,9000
1284,2025-04-13,C286,Bangalore,Laptop,Electronics,1,55000,48000
1285,2025-01-03,C172,Mumbai,Chair,Furniture,1,7000,5000
1286,2025-01-22,C253,Mumbai,Monitor,Electronics,3,15000,12000
1287,2025-01-13,C103,Bangalore,Monitor,Electronics,1,15000,12000
1288,2025-02-14,C220,Noida,Chair,Furniture,3,7000,5000
1289,2025-03-02,C167,Bangalore,Chair,Furniture,3,7000,5000
1290,2025-01-16,C229,Mumbai,Monitor,Electronics,2,15000,12000
1291,2025-02-11,C029,Mumbai,Keyboard,Electronics,2,1200,800
1292,2025-04-04,C269,Mumbai,Laptop,Electronics,2,55000,48000
1293,2025-04-04,C045,Delhi,Mouse,Electronics,2,500,300
1294,2025-03-23,C107,Noida,Chair,Furniture,3,7000,5000
1295,2025-02-04,C270,Delhi,Chair,Furniture,2,7000,5000
1296,2025-04-15,C285,Bangalore,Laptop,Electronics,3,55000,48000
1297,2025-03-17,C052,Mumbai,Chair,Furniture,2,7000,5000
1298,2025-02-19,C190,Bangalore,Table,Furniture,2,12000,9000
1299,2025-03-21,C241,Noida,Chair,Furniture,3,7000,5000
1300,2025-02-20,C136,Mumbai,Laptop,Electronics,2,55000,48000
1301,2025-02-18,C204,Gurgaon,Monitor,Electronics,2,15000,12000
1302,2025-02-05,C177,Delhi,Monitor,Electronics,2,15000,12000
1303,2025-03-16,C086,Mumbai,Monitor,Electronics,3,15000,12000
1304,2025-03-07,C181,Mumbai,Table,Furniture,2,12000,9000
1305,2025-01-12,C009,Bangalore,Keyboard,Electronics,1,1200,800
1306,2025-04-19,C108,Gurgaon,Keyboard,Electronics,3,1200,800
1307,2025-04-21,C120,Bangalore,Laptop,Electronics,3,55000,48000
1308,2025-03-01,C031,Gurgaon,Laptop,Electronics,3,55000,48000
1309,2025-02-07,C123,Gurgaon,Keyboard,Electronics,1,1200,800
1310,2025-02-06,C037,Delhi,Laptop,Electronics,3,55000,48000
1311,2025-03-22,C073,Pune,Chair,Furniture,3,7000,5000
1312,2025-01-03,C034,Noida,Laptop,Electronics,3,55000,48000
1313,2025-03-21,C248,Noida,Mouse,Electronics,2,500,300
1314,2025-02-22,C034,Pune,Mouse,Electronics,1,500,300
1315,2025-04-26,C178,Delhi,Monitor,Electronics,1,15000,12000
1316,2025-01-04,C096,Mumbai,Table,Furniture,2,12000,9000
1317,2025-04-19,C287,Gurgaon,Keyboard,Electronics,1,1200,800
1318,2025-02-13,C266,Gurgaon,Chair,Furniture,1,7000,5000
1319,2025-02-10,C086,Noida,Mouse,Electronics,3,500,300
1320,2025-03-22,C014,Noida,Monitor,Electronics,3,15000,12000
1321,2025-02-18,C270,Noida,Chair,Furniture,1,7000,5000
1322,2025-04-03,C083,Bangalore,Monitor,Electronics,2,15000,12000
1323,2025-04-06,C015,Mumbai,Table,Furniture,1,12000,9000
1324,2025-02-07,C245,Pune,Table,Furniture,1,12000,9000
1325,2025-03-15,C051,Mumbai,Chair,Furniture,1,7000,5000
1326,2025-02-26,C010,Delhi,Keyboard,Electronics,2,1200,800
1327,2025-02-19,C051,Gurgaon,Chair,Furniture,1,7000,5000
1328,2025-02-21,C072,Pune,Chair,Furniture,3,7000,5000
1329,2025-04-21,C193,Gurgaon,Mouse,Electronics,3,500,300
1330,2025-03-22,C053,Mumbai,Keyboard,Electronics,1,1200,800
1331,2025-03-25,C225,Gurgaon,Chair,Furniture,3,7000,5000
1332,2025-01-14,C081,Mumbai,Laptop,Electronics,2,55000,48000
1333,2025-04-09,C166,Mumbai,Mouse,Electronics,3,500,300
1334,2025-02-07,C026,Noida,Keyboard,Electronics,2,1200,800
1335,2025-03-15,C101,Pune,Keyboard,Electronics,3,1200,800
1336,2025-04-19,C186,Pune,Table,Furniture,1,12000,9000
1337,2025-02-18,C145,Noida,Mouse,Electronics,2,500,300
1338,2025-01-10,C219,Bangalore,Laptop,Electronics,1,55000,48000
1339,2025-02-06,C088,Pune,Laptop,Electronics,1,55000,48000
1340,2025-02-03,C196,Bangalore,Keyboard,Electronics,1,1200,800
1341,2025-03-20,C089,Delhi,Monitor,Electronics,1,15000,12000
1342,2025-03-06,C029,Mumbai,Chair,Furniture,1,7000,5000
1343,2025-02-05,C299,Bangalore,Mouse,Electronics,1,500,300
1344,2025-03-28,C099,Bangalore,Mouse,Electronics,1,500,300
1345,2025-03-07,C192,Noida,Mouse,Electronics,2,500,300
1346,2025-02-22,C056,Noida,Monitor,Electronics,3,15000,12000
1347,2025-04-29,C175,Pune,Monitor,Electronics,2,15000,12000
1348,2025-01-14,C258,Mumbai,Laptop,Electronics,1,55000,48000
1349,2025-01-13,C295,Noida,Chair,Furniture,2,7000,5000
1350,2025-03-08,C146,Delhi,Monitor,Electronics,2,15000,12000
1351,2025-01-03,C055,Bangalore,Keyboard,Electronics,1,1200,800
1352,2025-03-29,C001,Gurgaon,Chair,Furniture,1,7000,5000
1353,2025-01-05,C183,Gurgaon,Mouse,Electronics,1,500,300
1354,2025-01-30,C020,Mumbai,Keyboard,Electronics,1,1200,800
1355,2025-02-10,C195,Delhi,Monitor,Electronics,1,15000,12000
1356,2025-01-05,C213,Gurgaon,Keyboard,Electronics,3,1200,800
1357,2025-02-18,C209,Gurgaon,Laptop,Electronics,1,55000,48000
1358,2025-04-10,C075,Pune,Chair,Furniture,1,7000,5000
1359,2025-03-15,C048,Pune,Table,Furniture,1,12000,9000
1360,2025-04-22,C033,Pune,Table,Furniture,1,12000,9000
1361,2025-03-02,C238,Mumbai,Keyboard,Electronics,2,1200,800
1362,2025-01-31,C110,Noida,Laptop,Electronics,1,55000,48000
1363,2025-02-14,C014,Pune,Table,Furniture,3,12000,9000
1364,2025-03-29,C019,Pune,Monitor,Electronics,3,15000,12000
1365,2025-04-18,C277,Pune,Table,Furniture,3,12000,9000
1366,2025-03-01,C199,Noida,Monitor,Electronics,1,15000,12000
1367,2025-05-01,C019,Noida,Chair,Furniture,2,7000,5000
1368,2025-04-21,C100,Pune,Chair,Furniture,1,7000,5000
1369,2025-04-14,C263,Noida,Mouse,Electronics,3,500,300
1370,2025-02-01,C129,Gurgaon,Mouse,Electronics,2,500,300
1371,2025-03-31,C195,Delhi,Monitor,Electronics,1,15000,12000
1372,2025-03-02,C164,Pune,Laptop,Electronics,2,55000,48000
1373,2025-02-22,C014,Gurgaon,Mouse,Electronics,3,500,300
1374,2025-03-29,C243,Gurgaon,Keyboard,Electronics,3,1200,800
1375,2025-04-04,C033,Delhi,Table,Furniture,3,12000,9000
1376,2025-04-07,C267,Gurgaon,Mouse,Electronics,1,500,300
1377,2025-03-02,C107,Pune,Table,Furniture,2,12000,9000
1378,2025-01-15,C276,Delhi,Monitor,Electronics,1,15000,12000
1379,2025-01-19,C217,Noida,Monitor,Electronics,2,15000,12000
1380,2025-03-14,C119,Bangalore,Monitor,Electronics,1,15000,12000
1381,2025-03-02,C100,Delhi,Mouse,Electronics,2,500,300
1382,2025-03-06,C223,Gurgaon,Monitor,Electronics,3,15000,12000
1383,2025-01-11,C147,Pune,Laptop,Electronics,1,55000,48000
1384,2025-04-12,C069,Mumbai,Monitor,Electronics,2,15000,12000
1385,2025-03-03,C152,Pune,Keyboard,Electronics,2,1200,800
1386,2025-04-01,C061,Pune,Laptop,Electronics,2,55000,48000
1387,2025-04-28,C252,Pune,Table,Furniture,3,12000,9000
1388,2025-02-21,C269,Pune,Mouse,Electronics,3,500,300
1389,2025-04-10,C055,Bangalore,Table,Furniture,3,12000,9000
1390,2025-03-05,C151,Mumbai,Chair,Furniture,1,7000,5000
1391,2025-04-22,C102,Delhi,Monitor,Electronics,1,15000,12000
